FID	IID	DATASET	AFR	EAS	AMR	EUR
0	279856	STUDY	0.0164297	0.06866619	0.51716959	0.39773452
0	279935	STUDY	0.0238407	0.0638027	0.37382555	0.53853104
0	280049	STUDY	0.98605805	0.01372218	7.4e-07	0.00021903
0	280103	STUDY	0.00017003	0.05865677	0.45378127	0.48739193
0	280163	STUDY	0.00231406	0.05897942	0.52052914	0.41817737
0	280217	STUDY	0.00809621	0.06387554	0.46774157	0.46028667
0	280218	STUDY	0.00860535	0.06908762	0.3977741	0.52453294
0	280318	STUDY	0.00400422	0.4477592	0.54788752	0.00034907
0	280416	STUDY	0.75589422	0.02640737	0.11417547	0.10352295
0	280432	STUDY	0.00119421	0.07328405	0.49431864	0.4312031
0	280459	STUDY	0.0021097	0.05866021	0.46476707	0.47446302
0	280467	STUDY	0.00057535	0.0757361	0.37084226	0.55284628
0	280510	STUDY	0.76792546	0.02427266	0.09511653	0.11268535
0	280566	STUDY	0.0053119	0.07037426	0.47842164	0.4458922
0	280574	STUDY	7.5e-07	0.06727633	0.42931019	0.50341274
0	280575	STUDY	0.00031592	0.06171021	0.46567248	0.47230139
0	280617	STUDY	0.00137787	0.05365315	0.48446206	0.46050693
0	280677	STUDY	0.00125215	0.04840671	0.47645303	0.4738881
0	280682	STUDY	7.4e-07	0.05151455	0.53880664	0.40967806
0	280749	STUDY	0.00105003	0.05567169	0.39333678	0.54994149
0	280801	STUDY	7.4e-07	0.06907625	0.4910902	0.4398328
0	280819	STUDY	0.85514644	0.05316235	0.0551106	0.03658061
0	280965	STUDY	0.00086639	0.06777924	0.4371784	0.49417597
0	280966	STUDY	0.00821497	0.05780852	0.53885071	0.3951258
0	280999	STUDY	0.00927059	0.07915001	0.51525686	0.39632253
0	281027	STUDY	7.4e-07	0.05899765	0.47504883	0.46595278
0	281042	STUDY	0.86891798	0.02707413	0.06478665	0.03922124
0	281125	STUDY	0.00079469	0.06457216	0.40450992	0.53012324
0	281203	STUDY	0.00915904	0.06727377	0.46577822	0.45778897
0	281207	STUDY	0.00027414	0.05386856	0.47196469	0.47389262
0	281252	STUDY	0.00096357	0.05587844	0.38521755	0.55794044
0	281270	STUDY	0.00140311	0.07282642	0.47037277	0.45539771
0	281282	STUDY	0.00067448	0.05624994	0.44987455	0.49320103
0	281294	STUDY	0.00011595	0.06997625	0.50871206	0.42119574
0	281407	STUDY	0.00192218	0.07273802	0.40648874	0.51885105
0	281488	STUDY	0.82664835	0.03528844	0.0616506	0.07641262
0	281537	STUDY	0.00047781	0.0706919	0.35993673	0.56889355
0	281560	STUDY	0.77140549	0.02481495	0.10529498	0.09848458
0	281618	STUDY	9.308e-05	0.0705193	0.46206009	0.46732752
0	281691	STUDY	7.4e-07	0.07581922	0.46034417	0.46383586
0	281714	STUDY	0.00302623	0.07133585	0.48002215	0.44561576
0	281831	STUDY	0.01257956	0.05583634	0.4562977	0.4752864
0	281864	STUDY	0.00311268	0.06677105	0.39749865	0.53261762
0	281892	STUDY	0.73137605	0.01924826	0.15424337	0.09513232
0	281956	STUDY	7.4e-07	0.06685088	0.41394975	0.51919862
0	281982	STUDY	0.00240507	0.06531425	0.26720923	0.66507145
0	282040	STUDY	0.38299912	0.05265266	0.32525501	0.2390932
0	282088	STUDY	0.00884042	0.05322132	0.46311976	0.4748185
0	282089	STUDY	0.77372859	0.05099561	0.0861942	0.0890816
0	282138	STUDY	0.95384076	0.02173571	0.01436823	0.0100553
0	282286	STUDY	0.00801273	0.07359881	0.41355517	0.50483329
0	282337	STUDY	7.4e-07	0.06983337	0.42204024	0.50812564
0	282349	STUDY	7.4e-07	0.06569305	0.32261423	0.61169198
0	282408	STUDY	0.00016852	0.07170043	0.38086199	0.54726906
0	282449	STUDY	0.00531117	0.05513841	0.44663843	0.49291199
0	282455	STUDY	5.17e-05	0.06210366	0.37298765	0.56485698
0	282482	STUDY	0.00037572	0.05782289	0.37964691	0.56215448
0	282498	STUDY	0.80666342	0.02324254	0.09326764	0.07682639
0	282566	STUDY	7.4e-07	0.07129433	0.31288301	0.61582192
0	282584	STUDY	0.01426465	0.05888466	0.39377655	0.53307414
0	282618	STUDY	7.5e-07	0.06890509	0.40370168	0.52739248
0	282635	STUDY	0.00576182	0.06911197	0.43428009	0.49084612
0	282651	STUDY	0.82714908	0.02460453	0.05245307	0.09579333
0	282693	STUDY	0.95238879	0.02668481	0.01244913	0.00847726
0	282706	STUDY	0.00306015	0.05311369	0.37850529	0.56532086
0	282777	STUDY	0.00470001	0.06840006	0.45028589	0.47661404
0	282849	STUDY	6.525e-05	0.07257018	0.43184962	0.49551495
0	282878	STUDY	0.00220988	0.0652597	0.42667972	0.5058507
0	282956	STUDY	0.00119028	0.07547979	0.46473503	0.4585949
0	283057	STUDY	0.00505476	0.0756396	0.35072951	0.56857613
0	283114	STUDY	0.00268791	0.06310948	0.41139423	0.52280838
0	283160	STUDY	0.0089574	0.05492896	0.56182597	0.37428768
0	283181	STUDY	0.83187634	0.03242329	0.08474846	0.05095191
0	283277	STUDY	5.836e-05	0.06362094	0.42546123	0.51085947
0	283297	STUDY	0.87571118	0.02486337	0.01544208	0.08398337
0	283447	STUDY	0.00227652	0.07171822	0.44541379	0.48059146
0	283468	STUDY	0.00514486	0.06737754	0.5155222	0.4119554
0	283590	STUDY	0.03676421	0.06729988	0.76810871	0.1278272
0	283632	STUDY	0.00320139	0.0522858	0.52895854	0.41555427
0	283640	STUDY	0.05226079	0.06291506	0.24010558	0.64471856
0	283679	STUDY	0.77841073	0.01990375	0.10053764	0.10114788
0	283719	STUDY	0.72760227	0.04257717	0.11104379	0.11877676
0	283751	STUDY	0.00509457	0.05853459	0.41846682	0.51790402
0	283767	STUDY	0.00152334	0.04986943	0.49323801	0.45536923
0	283772	STUDY	0.00075968	0.06617794	0.53431352	0.39874886
0	283815	STUDY	7.4e-07	0.08290691	0.2638227	0.65326965
0	283848	STUDY	0.84343694	0.02908573	0.0574857	0.06999163
0	283909	STUDY	0.00565606	0.0519203	0.54338943	0.39903421
0	283954	STUDY	0.00680143	0.05768775	0.49900554	0.43650528
0	283999	STUDY	0.00124991	0.05374136	0.44985866	0.49515007
0	284027	STUDY	0.00089048	0.08541797	0.37504812	0.53864343
0	284068	STUDY	0.00664095	0.07769571	0.45799523	0.45766811
0	284081	STUDY	0.00346183	0.0601153	0.55156137	0.3848615
0	284091	STUDY	0.00055437	0.06445196	0.52102425	0.41396942
0	284101	STUDY	0.95850039	0.01806824	0.00965141	0.01377995
0	284146	STUDY	7.4e-07	0.06065616	0.31738464	0.62195846
0	284160	STUDY	0.00597829	0.06892245	0.49731712	0.42778214
0	284180	STUDY	0.00626585	0.06165498	0.42965851	0.50242065
0	284197	STUDY	0.00132911	0.06608336	0.50834465	0.42424289
0	284219	STUDY	0.85518364	0.02195138	0.04841689	0.07444809
0	284225	STUDY	0.00191582	0.07026503	0.43766555	0.49015359
0	284229	STUDY	0.90166046	0.02491695	0.04322542	0.03019717
0	284294	STUDY	0.00067654	0.06858948	0.49675085	0.43398313
0	284310	STUDY	0.94679565	0.0163006	0.02483363	0.01207013
0	284318	STUDY	0.00719874	0.06076801	0.3840315	0.54800176
0	284348	STUDY	0.89698316	0.01926987	0.04344967	0.0402973
0	284388	STUDY	0.00245997	0.0667354	0.43340476	0.49739987
0	284409	STUDY	0.00092066	0.05454219	0.41835102	0.52618613
0	284504	STUDY	0.01984807	0.06427436	0.3638505	0.55202707
0	284521	STUDY	7.4e-07	0.09192557	0.24562447	0.66244922
0	284531	STUDY	7.5e-07	0.10302742	0.33998699	0.55698484
0	284600	STUDY	0.00975981	0.06274142	0.4920412	0.43545757
0	284636	STUDY	0.00362288	0.05537483	0.46327934	0.47772295
0	284665	STUDY	0.00038581	0.06590005	0.48773252	0.44598162
0	284689	STUDY	7.5e-07	0.06579901	0.28480782	0.64939242
0	284772	STUDY	7.131e-05	0.06805867	0.4224106	0.50945942
0	284781	STUDY	0.00095483	0.05316489	0.37894014	0.56694014
0	284816	STUDY	7.4e-07	0.05974034	0.32282925	0.61742966
0	284834	STUDY	0.00802834	0.07820527	0.34075744	0.57300895
0	284861	STUDY	0.00410517	0.06390262	0.46592092	0.4660713
0	284880	STUDY	0.00051117	0.05424136	0.46039703	0.48485044
0	284935	STUDY	0.0187047	0.05822456	0.37397852	0.54909222
0	284940	STUDY	0.81147432	0.01935624	0.07841975	0.09074969
0	285012	STUDY	0.01333827	0.06319488	0.41639002	0.50707683
0	285058	STUDY	0.00031628	0.06134172	0.48589047	0.45245154
0	285095	STUDY	0.01290423	0.07472512	0.28203742	0.63033324
0	285132	STUDY	0.00447393	0.05651931	0.4042627	0.53474407
0	285152	STUDY	0.00350724	0.06027086	0.55045266	0.38576924
0	285183	STUDY	0.00206729	0.05894472	0.46175972	0.47722826
0	285184	STUDY	7.4e-07	0.05542562	0.32503117	0.61954246
0	285254	STUDY	0.00349969	0.04500835	0.44202985	0.5094621
0	285289	STUDY	0.78527242	0.023669	0.09560057	0.09545802
0	285330	STUDY	0.00309025	0.06286112	0.36580425	0.56824438
0	285343	STUDY	2.29e-06	0.08407795	0.27079746	0.6451223
0	285347	STUDY	0.03448765	0.07371562	0.72516479	0.16663193
0	285393	STUDY	0.00102397	0.05759451	0.51029848	0.43108303
0	285569	STUDY	0.90248906	0.01494242	0.05295133	0.02961718
0	285570	STUDY	0.00751108	0.06286929	0.40193256	0.52768707
0	285592	STUDY	7.5e-07	0.0842155	0.31713314	0.59865062
0	285665	STUDY	0.01370023	0.06526033	0.44052781	0.48051162
0	285728	STUDY	0.00653385	0.07009291	0.53052339	0.39284984
0	285749	STUDY	0.00203888	0.06820331	0.42051447	0.50924333
0	285782	STUDY	0.00958315	0.07980123	0.39931866	0.51129696
0	285787	STUDY	0.01227261	0.07074664	0.3168452	0.60013555
0	285814	STUDY	0.00320073	0.05621803	0.45514815	0.4854331
0	285817	STUDY	0.00316587	0.06338668	0.47411262	0.45933483
0	285831	STUDY	0.84484066	0.0272818	0.07096726	0.05691028
0	285877	STUDY	0.01677035	0.08384258	0.5988496	0.30053748
0	285888	STUDY	0.00156748	0.06078173	0.41710134	0.52054945
0	285889	STUDY	0.83515593	0.02738603	0.07402891	0.06342914
0	285903	STUDY	7.4e-07	0.08132991	0.30961632	0.60905302
0	285959	STUDY	0.78424323	0.02451916	0.11262853	0.07860907
0	286071	STUDY	0.00067208	0.05757501	0.42993221	0.5118207
0	286115	STUDY	0.00109261	0.07214062	0.4486406	0.47812617
0	286133	STUDY	0.00658072	0.06110727	0.35293658	0.57937544
0	286135	STUDY	0.00043612	0.12628074	0.19633089	0.67695226
0	286175	STUDY	0.00018553	0.0806172	0.35569945	0.56349783
0	286307	STUDY	0.83075965	0.02750708	0.07577049	0.06596277
0	286319	STUDY	0.00089437	0.06408702	0.35662436	0.57839426
0	286380	STUDY	0.02347598	0.07022645	0.49125743	0.41504014
0	286398	STUDY	3.445e-05	0.04794493	0.51714504	0.43487559
0	286407	STUDY	0.82689029	0.03613387	0.08669314	0.05028271
0	286429	STUDY	0.00143092	0.05840308	0.48176874	0.45839727
0	286439	STUDY	0.00120506	0.06461699	0.367396	0.56678195
0	286442	STUDY	0.00399833	0.06883424	0.40129669	0.52587074
0	286533	STUDY	0.00010484	0.07568177	0.32802641	0.59618698
0	286571	STUDY	0.69875417	0.03237728	0.12766522	0.14120332
0	286684	STUDY	0.00593168	0.06147455	0.47152841	0.46106535
0	286782	STUDY	0.00078464	0.05876409	0.50289555	0.43755572
0	286847	STUDY	0.00027672	0.06597693	0.34153191	0.59221445
0	286918	STUDY	0.87376424	0.01801186	0.04152896	0.06669493
0	286955	STUDY	0.00024214	0.06904827	0.39937602	0.53133357
0	287035	STUDY	7.4e-07	0.05852476	0.41538467	0.52608982
0	287051	STUDY	0.06439251	0.08573734	0.71110181	0.13876834
0	287175	STUDY	0.04760787	0.0672632	0.19086913	0.6942598
0	287205	STUDY	0.79298593	0.03882474	0.08797559	0.08021374
0	287223	STUDY	0.00542847	0.06889198	0.4968812	0.42879835
0	287558	STUDY	0.00062978	0.06023149	0.41949682	0.5196419
0	287604	STUDY	0.97305436	0.02694416	7.4e-07	7.4e-07
0	287694	STUDY	0.90156145	0.02427362	0.03491772	0.03924721
0	287714	STUDY	0.00378274	0.05939285	0.47007569	0.46674872
0	287732	STUDY	0.00340862	0.07142785	0.34988694	0.57527659
0	287746	STUDY	0.00236043	0.06633272	0.38265654	0.54865031
0	287762	STUDY	0.87526268	0.02252715	0.05307953	0.04913064
0	287768	STUDY	0.00049096	0.0765197	0.3564688	0.56652054
0	287821	STUDY	7.4e-07	0.07033052	0.49561523	0.43405351
0	287890	STUDY	0.00575501	0.06259215	0.40759682	0.52405602
0	287931	STUDY	0.02435665	0.0575351	0.54299426	0.37511399
0	287975	STUDY	0.00137652	0.06709429	0.4674271	0.46410209
0	288081	STUDY	7.4e-07	0.07921001	0.31537996	0.60540928
0	288123	STUDY	0.00521441	0.06534433	0.3422518	0.58718946
0	288139	STUDY	0.0032756	0.06347242	0.46869971	0.46455227
0	288180	STUDY	0.85672541	0.03180079	0.0493951	0.0620787
0	288214	STUDY	0.923729	0.01513175	0.03126697	0.02987227
0	288332	STUDY	0.00916207	0.0671223	0.36925287	0.55446276
0	288371	STUDY	0.00550101	0.05829194	0.51264032	0.42356673
0	288411	STUDY	0.02711129	0.06566353	0.27093172	0.63629346
0	288417	STUDY	0.00401926	0.0768253	0.40167745	0.51747798
0	288508	STUDY	0.88835325	0.02831966	0.04777108	0.03555602
0	288518	STUDY	0.01247206	0.06721518	0.41009821	0.51021456
0	288581	STUDY	7.5e-07	0.0760844	0.35200408	0.57191077
0	288605	STUDY	0.79365438	0.06280785	0.08253541	0.06100235
0	288620	STUDY	0.0007823	0.06818348	0.45943862	0.4715956
0	288625	STUDY	0.00080699	0.06451248	0.40693523	0.5277453
0	288663	STUDY	0.00084672	0.06635621	0.30844159	0.62435548
0	288686	STUDY	0.00339716	0.05516336	0.45448352	0.48695596
0	288695	STUDY	0.01011955	0.07102401	0.40864196	0.51021448
0	288707	STUDY	7.4e-07	0.07005608	0.32720494	0.60273823
0	288799	STUDY	7.4e-07	0.06531525	0.38954479	0.54513922
0	288896	STUDY	0.00335522	0.06700632	0.45712973	0.47250873
0	288905	STUDY	0.00628911	0.06267816	0.37546916	0.55556356
0	288906	STUDY	7.5e-07	0.07549965	0.39877058	0.52572903
0	288952	STUDY	0.81352147	0.02662	0.06641532	0.09344321
0	289043	STUDY	0.00921858	0.05983757	0.44866462	0.48227923
0	289046	STUDY	0.7858701	0.05045176	0.08619342	0.07748472
0	289047	STUDY	0.89996687	0.01044573	0.02960684	0.05998055
0	289059	STUDY	0.78221206	0.02721106	0.07774118	0.1128357
0	289062	STUDY	0.00051266	0.06328474	0.47672536	0.45947724
0	289096	STUDY	0.00899076	0.06942213	0.4331004	0.48848671
0	289254	STUDY	7.4e-07	0.07589723	0.40724126	0.51686076
0	289347	STUDY	0.01847363	0.06871792	0.43353596	0.47927249
0	289573	STUDY	0.84490491	0.03210589	0.07267092	0.05031828
0	289598	STUDY	0.00769037	0.05399584	0.45562374	0.48269005
0	289659	STUDY	0.00015524	0.06190095	0.44868965	0.48925416
0	289709	STUDY	0.00452642	0.06680341	0.39643969	0.53223048
0	289734	STUDY	0.01103872	0.06702777	0.49742439	0.42450913
0	289749	STUDY	0.00633832	0.07033692	0.41761828	0.50570649
0	289800	STUDY	7.5e-07	0.0772433	0.47611668	0.44663927
0	289931	STUDY	0.00229334	0.06379614	0.36172581	0.57218471
0	290011	STUDY	0.00292751	0.0559092	0.4646454	0.47651788
0	290038	STUDY	0.00469833	0.06118735	0.4799501	0.45416422
0	290051	STUDY	0.0002906	0.06470108	0.41190906	0.52309927
0	290057	STUDY	0.00799243	0.04715835	0.53538448	0.40946474
0	290159	STUDY	0.00226178	0.06665282	0.49687692	0.43420848
0	290304	STUDY	0.00023366	0.09055566	0.22121643	0.68799425
0	290348	STUDY	0.00242659	0.12654619	0.13905083	0.73197639
0	290362	STUDY	7.4e-07	0.06608662	0.50313098	0.43078166
0	290364	STUDY	0.00347594	0.06972178	0.3478516	0.57895068
0	290424	STUDY	0.00453773	0.05809497	0.31547409	0.62189321
0	290431	STUDY	0.00012844	0.04943401	0.40122963	0.54920792
0	290452	STUDY	0.00753126	0.05440866	0.48166654	0.45639354
0	290568	STUDY	7.4e-07	0.07265397	0.35158564	0.57575965
0	290632	STUDY	0.90439871	0.02216594	0.04202763	0.03140772
0	290772	STUDY	0.90229141	0.01079414	0.04252778	0.04438668
0	290786	STUDY	7.4e-07	0.06745152	0.34861005	0.58393769
0	290812	STUDY	0.92521853	0.00942383	0.03795164	0.02740599
0	290886	STUDY	0.0093142	0.07178859	0.45278869	0.46610853
0	290949	STUDY	0.00074702	0.11194716	0.48746012	0.3998457
0	290988	STUDY	0.00070136	0.06697021	0.42681069	0.50551775
0	291008	STUDY	0.72214953	0.02566148	0.10273313	0.14945587
0	291033	STUDY	7.4e-07	0.07184518	0.42965964	0.49849444
0	291037	STUDY	0.00223502	0.05960195	0.46964267	0.46852037
0	291045	STUDY	0.69672762	0.03173672	0.0759236	0.19561206
0	291136	STUDY	0.00033621	0.0598771	0.36301844	0.57676825
0	291169	STUDY	0.72650899	0.0206927	0.12400997	0.12878834
0	291328	STUDY	0.91379126	0.03175611	0.03149587	0.02295675
0	291357	STUDY	0.00057109	0.08060489	0.43766836	0.48115565
0	291413	STUDY	7.4e-07	0.0784855	0.27114997	0.65036379
0	291420	STUDY	0.8603898	0.02574937	0.06218022	0.05168061
0	291441	STUDY	0.00904292	0.06835657	0.47759959	0.44500092
0	291454	STUDY	0.02221448	0.07621002	0.41410568	0.48746982
0	291539	STUDY	0.00562356	0.06517233	0.32158537	0.60761874
0	291568	STUDY	0.0098129	0.08176019	0.39132481	0.51710211
0	291575	STUDY	0.94495596	0.01305496	0.01458609	0.02740299
0	291689	STUDY	0.01243679	0.06758926	0.31107533	0.60889862
0	291708	STUDY	0.81678128	0.02936194	0.06445075	0.08940604
0	291816	STUDY	0.0013086	0.05561603	0.41557649	0.52749888
0	291908	STUDY	0.00181378	0.05567988	0.48788121	0.45462514
0	292041	STUDY	5.168e-05	0.06130913	0.3659383	0.57270089
0	292126	STUDY	0.62188369	0.0371593	0.16090541	0.18005161
0	292135	STUDY	0.00022186	0.05858976	0.43091384	0.51027454
0	292138	STUDY	0.00104457	0.0531201	0.40819749	0.53763784
0	292193	STUDY	0.74709995	0.02505496	0.1003011	0.12754398
0	292215	STUDY	7.4e-07	0.09500255	0.30069574	0.60430097
0	292247	STUDY	0.00325362	0.0610363	0.43920301	0.49650707
0	292253	STUDY	0.00056139	0.04770067	0.40425339	0.54748455
0	292281	STUDY	7.5e-07	0.06156494	0.50597347	0.43246085
0	292283	STUDY	0.00670892	0.06683636	0.40777462	0.5186801
0	292294	STUDY	0.00051737	0.05438636	0.42640183	0.51869445
0	292324	STUDY	0.9645807	0.03125857	0.00209272	0.00206801
0	292363	STUDY	0.00547046	0.05764975	0.37790313	0.55897666
0	292457	STUDY	0.00131728	0.06578025	0.58226658	0.35063589
0	292461	STUDY	0.00203815	0.06427216	0.50717869	0.42651099
0	292570	STUDY	0.90426485	0.0285864	0.04329704	0.02385171
0	292576	STUDY	0.00144744	0.06008649	0.5435364	0.39492967
0	292591	STUDY	0.84714488	0.03463083	0.07648849	0.0417358
0	292649	STUDY	0.00598557	0.05377619	0.5632251	0.37701313
0	292660	STUDY	0.01320927	0.0617964	0.42629604	0.49869829
0	292703	STUDY	7.4e-07	0.06261498	0.37633886	0.56104541
0	292763	STUDY	0.00077352	0.0487647	0.4306373	0.51982448
0	292900	STUDY	0.00587121	0.0793245	0.47313916	0.44166513
0	292917	STUDY	0.0003659	0.06789016	0.39003507	0.54170887
0	292976	STUDY	0.04732601	0.07192849	0.19852283	0.68222267
0	292992	STUDY	0.00157622	0.05961322	0.42495262	0.51385795
0	293028	STUDY	0.93590377	0.01570682	0.02872586	0.01966356
0	293145	STUDY	0.00140831	0.07301169	0.42935294	0.49622706
0	293166	STUDY	0.53356397	0.04627342	0.2284104	0.19175221
0	293328	STUDY	0.26168186	0.06955577	0.34999784	0.31876453
0	293371	STUDY	0.00025741	0.0563821	0.47336836	0.46999213
0	293376	STUDY	0.00849468	0.05869938	0.49845629	0.43434966
0	293445	STUDY	0.03143261	0.05984224	0.74018945	0.1685357
0	293480	STUDY	0.78915564	0.02399224	0.09501564	0.09183648
0	293501	STUDY	0.00699856	0.05824367	0.50816308	0.42659468
0	293552	STUDY	0.00748022	0.05536401	0.45737442	0.47978135
0	293562	STUDY	0.36607949	0.06276967	0.39206615	0.17908468
0	293613	STUDY	7.4e-07	0.10358563	0.28248465	0.61392897
0	293664	STUDY	0.00019791	0.04685838	0.56921821	0.3837255
0	293778	STUDY	0.63744926	0.0464534	0.12858069	0.18751666
0	293796	STUDY	0.00558848	0.07757329	0.35158963	0.5652486
0	293828	STUDY	0.00033267	0.04860346	0.39795158	0.55311229
0	293887	STUDY	0.84113004	0.01633321	0.079683	0.06285375
0	293895	STUDY	0.00085884	0.06916403	0.40253388	0.52744325
0	293921	STUDY	7.5e-07	0.07125182	0.34774223	0.58100521
0	293962	STUDY	9.615e-05	0.07036699	0.41545663	0.51408023
0	293965	STUDY	0.00022017	0.05702728	0.34844094	0.59431161
0	293977	STUDY	0.83294354	0.0305454	0.05282932	0.08368174
0	294008	STUDY	3.305e-05	0.05132379	0.46591475	0.48272841
0	294021	STUDY	0.00037079	0.06303479	0.44296557	0.49362885
0	294055	STUDY	0.0017423	0.06439038	0.38238593	0.55148139
0	294060	STUDY	0.04413364	0.07995349	0.36230554	0.51360733
0	294095	STUDY	0.0031961	0.05519277	0.4367554	0.50485574
0	294241	STUDY	0.79495668	0.02019949	0.08073837	0.10410545
0	294311	STUDY	0.00010392	0.06402138	0.46289253	0.47298217
0	294319	STUDY	0.00039652	0.07943105	0.43356726	0.48660517
0	294321	STUDY	7.4e-07	0.06595499	0.39341711	0.54062716
0	294338	STUDY	0.00016982	0.07970732	0.46942279	0.45070007
0	294354	STUDY	0.03908295	0.06710341	0.40865655	0.4851571
0	294389	STUDY	7.4e-07	0.04849488	0.37749353	0.57401085
0	294390	STUDY	0.00179565	0.06004877	0.40478333	0.53337224
0	294465	STUDY	0.00090678	0.05234267	0.41584605	0.5309045
0	294482	STUDY	0.0023956	0.06695096	0.51460856	0.41604488
0	294488	STUDY	0.91491054	0.02679582	0.03441968	0.02387396
0	294537	STUDY	0.98350529	0.01330441	0.00089434	0.00229596
0	294555	STUDY	7.4e-07	0.07352072	0.47260926	0.45386928
0	294580	STUDY	0.00447775	0.05439276	0.40177728	0.53935222
0	294588	STUDY	0.00413375	0.05908528	0.54264822	0.39413275
0	294632	STUDY	8.09e-05	0.07027781	0.48682109	0.4428202
0	294650	STUDY	0.00241623	0.07020701	0.43929769	0.48807906
0	294664	STUDY	7.4e-07	0.05991821	0.30681799	0.63326305
0	294716	STUDY	0.9905736	0.00942491	7.4e-07	7.4e-07
0	294781	STUDY	0.73286284	0.03866611	0.0757198	0.15275126
0	294851	STUDY	0.69040115	0.04108672	0.13777348	0.13073865
0	294913	STUDY	0.01039386	0.0600586	0.40631647	0.52323107
0	294942	STUDY	0.00094551	0.06241002	0.47458363	0.46206084
0	294957	STUDY	0.00706836	0.04883903	0.53412022	0.40997239
0	294968	STUDY	0.00614058	0.06203802	0.45942422	0.47239718
0	294975	STUDY	0.89436451	0.02945278	0.02893613	0.04724658
0	294996	STUDY	0.00154978	0.06638872	0.52287845	0.40918306
0	295060	STUDY	0.02692078	0.06509405	0.49066246	0.41732271
0	295069	STUDY	0.00336838	0.05283925	0.44971425	0.49407812
0	295112	STUDY	0.00033818	0.06160866	0.38867551	0.54937765
0	295125	STUDY	0.00297576	0.0575858	0.5064847	0.43295374
0	295139	STUDY	0.74832925	0.02805406	0.07021946	0.15339722
0	295181	STUDY	7.4e-07	0.06034556	0.39844978	0.54120392
0	295256	STUDY	0.00746298	0.06654095	0.507434	0.41856207
0	295370	STUDY	0.00152939	0.08277361	0.30124958	0.61444742
0	295454	STUDY	0.00339917	0.06402868	0.47276472	0.45980743
0	295519	STUDY	0.0009512	0.06390213	0.42512531	0.51002136
0	295642	STUDY	0.00111021	0.07181267	0.46213061	0.46494651
0	295695	STUDY	0.00056035	0.08558323	0.40382489	0.51003153
0	295698	STUDY	0.00127164	0.05719674	0.48975944	0.45177218
0	295735	STUDY	0.0009529	0.06594396	0.44606431	0.48703883
0	295744	STUDY	0.01153985	0.05485291	0.4409224	0.49268483
0	295812	STUDY	0.00016576	0.06501323	0.33071148	0.60410953
0	295886	STUDY	0.00487493	0.06997711	0.46856221	0.45658575
0	295918	STUDY	7.4e-07	0.06214392	0.36397896	0.57387638
0	295919	STUDY	0.00086229	0.08437643	0.42359701	0.49116427
0	295926	STUDY	0.0008997	0.07506632	0.46156644	0.46246754
0	295987	STUDY	7.4e-07	0.07528415	0.371267	0.5534481
0	296011	STUDY	7.4e-07	0.0649074	0.42439372	0.51069814
0	296062	STUDY	0.00189962	0.07295621	0.30281911	0.62232506
0	296191	STUDY	0.00332231	0.06287152	0.5028269	0.43097927
0	296334	STUDY	0.02462804	0.05792355	0.47710112	0.44034729
0	296342	STUDY	0.69210866	0.03261355	0.15050738	0.12477041
0	296366	STUDY	0.0080685	0.06028677	0.41999945	0.51164528
0	296400	STUDY	7.4e-07	0.06150836	0.36184278	0.57664811
0	296405	STUDY	0.87184229	0.02374582	0.05625746	0.04815444
0	296453	STUDY	0.00014758	0.07920631	0.27969185	0.64095427
0	296581	STUDY	0.00089072	0.07461691	0.43671616	0.48777621
0	296629	STUDY	0.00142597	0.06776864	0.47711184	0.45369355
0	296699	STUDY	0.01494873	0.06432092	0.59010654	0.33062381
0	296730	STUDY	6.546e-05	0.1410034	0.19471471	0.66421643
0	296757	STUDY	0.02120369	0.047697	0.42361112	0.50748818
0	296777	STUDY	0.89730137	0.03756623	0.02767429	0.03745811
0	296838	STUDY	0.00311649	0.06805034	0.4722326	0.45660057
0	296910	STUDY	0.00197439	0.06381152	0.43649967	0.49771443
0	296912	STUDY	0.00100435	0.06576569	0.5278919	0.40533806
0	297074	STUDY	0.0113804	0.06835558	0.43945186	0.48081216
0	297097	STUDY	0.82891458	0.04110552	0.07749466	0.05248525
0	297221	STUDY	0.01609655	0.06189056	0.45796848	0.46404441
0	297296	STUDY	0.00416732	0.06240608	0.44794226	0.48548434
0	297387	STUDY	7.5e-07	0.06599807	0.47610681	0.45789438
0	297418	STUDY	0.0028498	0.05665242	0.50076589	0.43973189
0	297509	STUDY	0.00525296	0.04912083	0.4897213	0.45590491
0	297520	STUDY	2.582e-05	0.08232724	0.27720693	0.64044001
0	297548	STUDY	0.92567499	0.01461997	0.03167377	0.02803127
0	297550	STUDY	7.4e-07	0.05836507	0.45340274	0.48823145
0	297632	STUDY	0.00121528	0.06840708	0.45772325	0.4726544
0	297672	STUDY	7.4e-07	0.08004814	0.40752313	0.51242799
0	297726	STUDY	0.77142011	0.02012755	0.10753116	0.10092119
0	297805	STUDY	5.514e-05	0.05734016	0.52443923	0.41816547
0	298025	STUDY	0.92888047	0.02511319	0.02623631	0.01977003
0	298130	STUDY	0.03722367	0.056246	0.39122276	0.51530756
0	298171	STUDY	0.00140808	0.07311878	0.32454506	0.60092808
0	298190	STUDY	0.00171319	0.07468856	0.446134	0.47746425
0	298222	STUDY	0.92951662	0.02493352	0.02344427	0.02210559
0	298226	STUDY	0.00040375	0.06273322	0.47453346	0.46232957
0	298304	STUDY	7.4e-07	0.11107339	0.2424818	0.64644406
0	298398	STUDY	0.00646217	0.06302323	0.49412794	0.43638666
