FID	IID	SUPERPOP	AFR	EAS	AMR	EUR
0	HG02768	AFR	0.98844126	0.01155725	7.4e-07	7.4e-07
0	HG02769	AFR	0.98728374	0.00903422	0.00163241	0.00204964
0	HG02771	AFR	0.99498162	0.00501689	7.5e-07	7.5e-07
0	HG02772	AFR	0.99478233	0.00521618	7.4e-07	7.4e-07
0	HG02798	AFR	0.99270958	0.00728893	7.4e-07	7.4e-07
0	HG02799	AFR	0.98234441	0.0089979	0.00449968	0.00415801
0	HG02804	AFR	0.9992078	0.00079071	7.4e-07	7.4e-07
0	HG02805	AFR	0.99929109	0.00070743	7.4e-07	7.4e-07
0	HG02807	AFR	0.96888829	0.01255754	0.01157439	0.00697977
0	HG02808	AFR	0.97464224	0.01463951	0.00588021	0.00483804
0	HG02810	AFR	0.92635322	0.00294293	0.04013913	0.03056472
0	HG02811	AFR	0.98742604	0.01255315	2.006e-05	7.4e-07
0	HG02813	AFR	0.99276429	0.00723421	7.5e-07	7.5e-07
0	HG02814	AFR	0.98998037	0.01001814	7.4e-07	7.4e-07
0	HG02816	AFR	0.98546776	0.0064456	0.00309744	0.0049892
0	HG02817	AFR	0.97676118	0.01015576	0.00754969	0.00553336
0	HG02819	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02820	AFR	0.99650189	0.00349662	7.4e-07	7.4e-07
0	HG02836	AFR	0.9741258	0.01656469	0.00525455	0.00405496
0	HG02837	AFR	0.98820122	0.00809071	0.00220434	0.00150373
0	HG02839	AFR	0.98682639	0.01317212	7.4e-07	7.4e-07
0	HG02840	AFR	0.96675751	0.0091992	0.01088501	0.01315828
0	HG02851	AFR	0.98555557	0.00685255	0.00538558	0.00220631
0	HG02852	AFR	0.97960168	0.00548982	0.00980007	0.00510843
0	HG02854	AFR	0.99615103	0.00384748	7.5e-07	7.5e-07
0	HG02855	AFR	0.98033379	0.01966472	7.4e-07	7.4e-07
0	HG02860	AFR	0.99075491	0.0092436	7.4e-07	7.4e-07
0	HG02861	AFR	0.98467053	0.01051091	0.00187503	0.00294352
0	HG02870	AFR	0.98386631	0.01294326	0.00226699	0.00092343
0	HG02878	AFR	0.98329806	0.01380865	0.00208168	0.00081161
0	HG02879	AFR	0.98789899	0.00669931	0.00232104	0.00308066
0	HG02881	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG02882	AFR	0.99451444	0.00548407	7.4e-07	7.4e-07
0	HG02884	AFR	0.98825968	0.01050995	0.0011593	7.107e-05
0	HG02885	AFR	0.98295871	0.00575915	0.00672675	0.00455539
0	HG02887	AFR	0.9928388	0.00715972	7.4e-07	7.4e-07
0	HG02888	AFR	0.98178635	0.00287972	0.01050809	0.00482583
0	HG02890	AFR	0.98306332	0.00865191	0.00383532	0.00444945
0	HG02891	AFR	0.98331697	0.00813943	0.0053136	0.00323
0	HG02895	AFR	0.98778047	0.01221804	7.5e-07	7.4e-07
0	HG02896	AFR	0.98264745	0.01735106	7.4e-07	7.5e-07
0	HG02922	AFR	0.99999776	7.5e-07	7.4e-07	7.4e-07
0	HG02923	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02938	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG02941	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG02943	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG02944	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02946	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG02947	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG02952	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02953	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG02968	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02970	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02971	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02973	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02974	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02976	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG02977	AFR	0.99999776	7.5e-07	7.4e-07	7.4e-07
0	HG02979	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02981	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG02982	AFR	0.98846137	0.01153715	7.4e-07	7.4e-07
0	HG02983	AFR	0.98522265	0.0111946	0.0024223	0.00116044
0	HG03024	AFR	0.99651898	0.0031243	0.00018605	0.00017068
0	HG03025	AFR	0.99785814	0.00214037	7.4e-07	7.4e-07
0	HG03027	AFR	0.99345064	0.00654787	7.4e-07	7.4e-07
0	HG03028	AFR	0.995681	0.00431751	7.5e-07	7.5e-07
0	HG03039	AFR	0.99094227	0.007752	0.00060485	0.00070088
0	HG03040	AFR	0.99271965	0.00727886	7.4e-07	7.4e-07
0	HG03045	AFR	0.97736488	0.01782339	0.00342452	0.00138722
0	HG03046	AFR	0.97694856	0.01512723	0.00463514	0.00328906
0	HG03048	AFR	0.98746998	0.01252853	7.5e-07	7.5e-07
0	HG03049	AFR	0.98930198	0.01069653	7.5e-07	7.5e-07
0	HG03052	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03054	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03055	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03057	AFR	0.99999775	7.5e-07	7.5e-07	7.5e-07
0	HG03058	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03060	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03061	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03063	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03064	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03066	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03069	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03072	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03073	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03074	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03077	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03078	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03079	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03081	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03082	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03084	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03085	AFR	0.99999776	7.4e-07	7.5e-07	7.5e-07
0	HG03086	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03088	AFR	0.99785697	0.00214155	7.4e-07	7.4e-07
0	HG03091	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03095	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03096	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03097	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03099	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03100	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03103	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03105	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03108	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03109	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03111	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03112	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03114	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03115	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03117	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03118	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03120	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03121	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03123	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03124	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03126	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03127	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03129	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03130	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03132	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03133	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03135	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03136	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03139	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03157	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03159	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03160	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03162	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03163	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03166	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03168	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03169	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03172	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03175	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03189	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03190	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03193	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03195	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03196	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03198	AFR	0.99999777	7.4e-07	7.4e-07	7.5e-07
0	HG03199	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03202	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03209	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03212	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03224	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03225	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03240	AFR	0.99414955	0.00584897	7.4e-07	7.4e-07
0	HG03241	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03246	AFR	0.97772834	0.006524	0.00752552	0.00822214
0	HG03247	AFR	0.98778522	0.00737878	0.00333528	0.00150072
0	HG03258	AFR	0.98917343	0.01082508	7.5e-07	7.5e-07
0	HG03259	AFR	0.97771093	0.01138016	0.00678898	0.00411993
0	HG03265	AFR	0.99999776	7.5e-07	7.4e-07	7.4e-07
0	HG03267	AFR	0.99999777	7.4e-07	7.5e-07	7.5e-07
0	HG03268	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03270	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03271	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03279	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03280	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03291	AFR	0.99999775	7.5e-07	7.5e-07	7.5e-07
0	HG03294	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03295	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03297	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03298	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03300	AFR	0.99999777	7.5e-07	7.5e-07	7.4e-07
0	HG03301	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03303	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03304	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03311	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03313	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03342	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03343	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03351	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03352	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03354	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03363	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03366	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03367	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03369	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03370	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03372	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03376	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03378	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03380	AFR	0.99999777	7.4e-07	7.4e-07	7.5e-07
0	HG03382	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03385	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03388	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03391	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03394	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03397	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03401	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03410	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03419	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03428	AFR	0.99952762	0.0004709	7.4e-07	7.4e-07
0	HG03432	AFR	0.99999776	7.4e-07	7.5e-07	7.5e-07
0	HG03433	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03436	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03437	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03439	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03442	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03445	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03446	AFR	0.99999776	7.5e-07	7.4e-07	7.5e-07
0	HG03449	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03451	AFR	0.99999776	7.5e-07	7.5e-07	7.4e-07
0	HG03452	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03455	AFR	0.99999777	7.4e-07	7.5e-07	7.5e-07
0	HG03457	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03458	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03460	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03461	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03464	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03469	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03470	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03472	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03473	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03476	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03478	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03479	AFR	0.99999775	7.5e-07	7.5e-07	7.5e-07
0	HG03484	AFR	0.99999778	7.4e-07	7.4e-07	7.4e-07
0	HG03485	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03499	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03511	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03514	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03515	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03517	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03518	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03520	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03521	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03538	AFR	0.99113874	0.00885978	7.4e-07	7.4e-07
0	HG03539	AFR	0.94729219	0.00946534	0.0278217	0.01542076
0	HG03547	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03548	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03556	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03557	AFR	0.99999776	7.4e-07	7.5e-07	7.5e-07
0	HG03558	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03559	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03563	AFR	0.99999777	7.5e-07	7.4e-07	7.4e-07
0	HG03565	AFR	0.99972675	0.00027177	7.4e-07	7.4e-07
0	HG03567	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03571	AFR	0.99999776	7.4e-07	7.5e-07	7.5e-07
0	HG03572	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03575	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	HG03577	AFR	0.99999324	5.27e-06	7.4e-07	7.4e-07
0	HG03578	AFR	0.99999776	7.5e-07	7.5e-07	7.5e-07
0	HG03583	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA06984	EUR	0.00080128	0.05916729	0.42140498	0.51862645
0	NA06985	EUR	0.00977336	0.06008753	0.53418569	0.39595343
0	NA06986	EUR	0.00349762	0.05749526	0.39941524	0.53959188
0	NA06989	EUR	7.4e-07	0.07402614	0.43570155	0.49027156
0	NA06994	EUR	7.4e-07	0.06663911	0.40787963	0.52548052
0	NA07000	EUR	0.00038815	0.05878087	0.33263861	0.60819236
0	NA07037	EUR	0.00537417	0.07078883	0.41830631	0.50553068
0	NA07048	EUR	0.00203848	0.06183863	0.40824589	0.527877
0	NA07051	EUR	0.00083781	0.05471882	0.38581417	0.5586292
0	NA07056	EUR	0.00087315	0.06548826	0.48224544	0.45139315
0	NA07347	EUR	0.00239878	0.05379208	0.54771192	0.39609723
0	NA07357	EUR	0.00069891	0.06599624	0.34918322	0.58412162
0	NA10847	EUR	0.00095809	0.05054093	0.43020929	0.51829168
0	NA10851	EUR	7.4e-07	0.07142083	0.34874337	0.57983506
0	NA11829	EUR	7.4e-07	0.06129354	0.2965504	0.64215531
0	NA11830	EUR	0.00029362	0.06663688	0.48424985	0.44881965
0	NA11831	EUR	0.00283256	0.0669619	0.42979135	0.5004142
0	NA11832	EUR	0.00374797	0.05971224	0.42539066	0.51114913
0	NA11840	EUR	0.00070068	0.08249155	0.3878156	0.52899216
0	NA11843	EUR	0.00035959	0.056518	0.49267942	0.450443
0	NA11881	EUR	0.00062282	0.06951537	0.45354549	0.47631632
0	NA11892	EUR	0.00568007	0.0608171	0.39251762	0.54098521
0	NA11893	EUR	7.4e-07	0.06719596	0.52227365	0.41052965
0	NA11894	EUR	0.00450917	0.05963289	0.35952944	0.5763285
0	NA11918	EUR	0.00264997	0.08113083	0.52010753	0.39611167
0	NA11919	EUR	0.00192728	0.0591008	0.53207574	0.40689618
0	NA11920	EUR	0.00192478	0.06123055	0.41337957	0.5234651
0	NA11930	EUR	0.00211116	0.07418927	0.52657912	0.39712046
0	NA11931	EUR	0.00300679	0.06167757	0.44254892	0.49276671
0	NA11932	EUR	0.00528785	0.04930353	0.57655981	0.36884881
0	NA11933	EUR	0.00374135	0.05472513	0.4763642	0.46516932
0	NA11992	EUR	0.01043339	0.0493507	0.42786984	0.51234607
0	NA11994	EUR	0.00140984	0.0650566	0.36568659	0.56784697
0	NA11995	EUR	0.0016213	0.04969272	0.38322851	0.56545748
0	NA12003	EUR	0.00036141	0.08202476	0.34848935	0.56912448
0	NA12004	EUR	0.003952	0.07018535	0.34264384	0.5832188
0	NA12005	EUR	0.00066047	0.05607363	0.45945467	0.48381123
0	NA12006	EUR	0.00111009	0.05455268	0.49705815	0.44727908
0	NA12043	EUR	0.00036706	0.06459684	0.46393741	0.47109869
0	NA12044	EUR	0.00017089	0.0548027	0.36948244	0.57554397
0	NA12045	EUR	0.0020059	0.07719129	0.47197591	0.4488269
0	NA12046	EUR	7.4e-07	0.07348877	0.41159754	0.51491295
0	NA12058	EUR	0.00568435	0.05023913	0.39317304	0.55090348
0	NA12144	EUR	0.00225354	0.06479205	0.54010891	0.3928455
0	NA12154	EUR	0.00051425	0.06723431	0.3270054	0.60524605
0	NA12155	EUR	0.00196231	0.05963636	0.41884305	0.51955828
0	NA12156	EUR	0.00156646	0.06502204	0.44956948	0.48384202
0	NA12234	EUR	0.00041987	0.05834782	0.48713986	0.45409245
0	NA12249	EUR	7.5e-07	0.06792355	0.31974191	0.6123338
0	NA12272	EUR	0.00291289	0.05188735	0.44744517	0.49775459
0	NA12273	EUR	0.00475622	0.05860608	0.35992598	0.57671173
0	NA12275	EUR	0.00239188	0.06237695	0.49811973	0.43711144
0	NA12282	EUR	0.00301941	0.05424079	0.54829896	0.39444084
0	NA12283	EUR	0.00276105	0.0786646	0.50518713	0.41338722
0	NA12286	EUR	0.00589405	0.08302002	0.43037907	0.48070686
0	NA12287	EUR	0.0056533	0.04463262	0.46304744	0.48666664
0	NA12340	EUR	0.00302977	0.05864146	0.40668578	0.53164299
0	NA12341	EUR	0.00898327	0.05723417	0.39882974	0.53495282
0	NA12342	EUR	0.00259789	0.059151	0.39071369	0.54753743
0	NA12347	EUR	0.00036159	0.06962509	0.35457784	0.57543548
0	NA12348	EUR	0.0001693	0.07378101	0.43046392	0.49558577
0	NA12383	EUR	0.00637052	0.06363383	0.48351868	0.44647698
0	NA12399	EUR	0.00072154	0.05736908	0.40632348	0.5355859
0	NA12400	EUR	7.4e-07	0.06359228	0.49259227	0.44381471
0	NA12413	EUR	0.0033024	0.07390507	0.46712544	0.45566709
0	NA12414	EUR	0.00545834	0.07360163	0.42541574	0.4955243
0	NA12489	EUR	0.00173312	0.05343621	0.42339168	0.52143899
0	NA12546	EUR	0.0047676	0.05961742	0.49083697	0.44477801
0	NA12716	EUR	0.00053381	0.0630884	0.38255558	0.55382221
0	NA12717	EUR	0.00647111	0.05548346	0.37106089	0.56698454
0	NA12718	EUR	0.00070519	0.07805345	0.47565906	0.4455823
0	NA12748	EUR	0.00068431	0.07364227	0.45248215	0.47319127
0	NA12749	EUR	7.4e-07	0.059184	0.45774603	0.48306923
0	NA12750	EUR	0.00368228	0.07305247	0.51165633	0.41160891
0	NA12751	EUR	0.00626848	0.06118867	0.37417678	0.55836607
0	NA12760	EUR	0.00473204	0.07347721	0.44037956	0.48141119
0	NA12761	EUR	4.117e-05	0.07673523	0.44153945	0.48168415
0	NA12762	EUR	0.00139909	0.06126959	0.43436795	0.50296338
0	NA12763	EUR	0.00148346	0.06607012	0.42466195	0.50778446
0	NA12775	EUR	7.4e-07	0.05345366	0.48100076	0.46554484
0	NA12776	EUR	0.00070684	0.06454633	0.40544856	0.52929827
0	NA12777	EUR	1.66e-05	0.05977055	0.37848031	0.56173254
0	NA12778	EUR	0.00065057	0.0528331	0.43223398	0.51428236
0	NA12812	EUR	3.446e-05	0.06890108	0.3498149	0.58124955
0	NA12813	EUR	0.00022334	0.05770212	0.43773458	0.50433996
0	NA12814	EUR	0.00304021	0.06967421	0.38693179	0.5403538
0	NA12815	EUR	4.454e-05	0.07959143	0.34126602	0.57909802
0	NA12827	EUR	8e-07	0.05648813	0.49695423	0.44655684
0	NA12828	EUR	0.00144292	0.06924179	0.419108	0.51020729
0	NA12829	EUR	0.00454188	0.06095113	0.43021197	0.50429502
0	NA12830	EUR	0.00137469	0.06491762	0.46096824	0.47273946
0	NA12842	EUR	0.00015533	0.05315637	0.32064479	0.62604351
0	NA12843	EUR	0.00059561	0.08114604	0.29477196	0.6234864
0	NA12872	EUR	0.00297555	0.07709277	0.43081244	0.48911923
0	NA12873	EUR	7.4e-07	0.07409191	0.43663255	0.48927479
0	NA12874	EUR	0.00018575	0.06340838	0.45637688	0.48002899
0	NA12878	EUR	0.00232391	0.05513212	0.41844813	0.52409584
0	NA12889	EUR	0.00279927	0.05042708	0.52386324	0.42291042
0	NA12890	EUR	0.00017012	0.07687213	0.34531216	0.57764559
0	NA18486	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18488	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18489	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18498	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18499	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18501	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18502	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18504	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18505	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18507	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18508	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18510	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18511	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18516	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18517	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18519	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18520	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18522	AFR	0.99999777	7.4e-07	7.4e-07	7.4e-07
0	NA18523	AFR	0.99999776	7.5e-07	7.4e-07	7.4e-07
0	NA18525	EAS	7.4e-07	0.99999777	7.4e-07	7.4e-07
0	NA18526	EAS	7.4e-07	0.99999777	7.4e-07	7.4e-07
0	NA18528	EAS	7.5e-07	0.99999775	7.5e-07	7.5e-07
0	NA18530	EAS	7.4e-07	0.99999777	7.4e-07	7.4e-07
0	NA18531	EAS	7.4e-07	0.99999776	7.5e-07	7.5e-07
0	NA18532	EAS	7.4e-07	0.99999777	7.4e-07	7.4e-07
0	NA18533	EAS	7.4e-07	0.99999776	7.5e-07	7.5e-07
0	NA18534	EAS	7.5e-07	0.99999776	7.5e-07	7.4e-07
0	NA18535	EAS	7.5e-07	0.99999776	7.5e-07	7.5e-07
0	NA18536	EAS	7.4e-07	0.99999777	7.4e-07	7.4e-07
0	NA18537	EAS	7.4e-07	0.99999777	7.4e-07	7.4e-07
0	NA18538	EAS	7.4e-07	0.99999776	7.5e-07	7.5e-07
0	NA18539	EAS	7.4e-07	0.99999777	7.4e-07	7.4e-07
0	NA18541	EAS	7.4e-07	0.99999776	7.5e-07	7.5e-07
0	NA18542	EAS	7.4e-07	0.99999776	7.5e-07	7.5e-07
